Blabla,Something
576727,5926
181086,0
673788,5977
429231,8461
142125,6072
378967,0
655935,9726
163113,10567
28848,6047
677363,6612
10113,4683
647785,4606
646966,7544
56731,3652
144268,15233
548876,6985
13564,0
91487,5773
491623,8607
354178,6247
701400,3646
7753,4268
150204,7925
554419,4921
409403,8030
456896,2490
192621,3771
16267,5008
142729,0
251838,5680
254981,6635
355799,4455
617813,7442
642847,5527
512269,10913
370961,5594
542541,6154
530760,4600
649383,4154
702415,10393
168246,0
546847,7673
678601,6405
232927,8811
328391,4600
591712,5724
331728,4519
409326,5888
404017,0
157056,8908
424828,9126
702662,4258
407404,9856
415621,4340
485054,5400
470416,5224
668644,7746
221504,7433
394285,2610
487736,5291
472738,6540
238496,6680
621851,3931
702298,4485
661228,5770
239584,8741
300249,0
439202,13684
117445,2438
488977,5170
121429,24488
524498,4493
555643,5775
202870,7951
608212,9140
257587,5849
636181,1347
17916,4856
205691,4375
462606,12701
517589,0
488955,22246
493982,6693
471833,7301
36872,9149
233617,0
336367,6059
505375,1726
622904,5264
657771,6482
193049,0
112086,10000
262217,6477
346113,5495
138793,8731
130092,4170
635949,2874
609074,5751
499229,0
105631,6627
414408,0
282495,3072
298902,2751
660089,3841
100821,8875
570510,4998
241591,2966
676345,4835
493644,4410
116883,2765
227415,2713
155430,5148
245552,0
374913,3823
436924,5217
47071,0
154110,9720
666142,4866
502903,0
684399,5950
546278,0
59047,7010
197074,5025
72902,7193
151783,11459
303592,4934
704253,2578
614663,5661
404657,8054
458696,7816
441807,4229
31915,5994
312979,10953
651384,8791
369759,4296
549193,0
547985,20282
212610,5082
372011,5856
479475,6297
295922,9082
265644,4762
419572,8554
420982,6952
403855,7554
636486,3746
209179,9570
243176,3606
545464,13240
709984,0
151489,0
226007,8461
3170,0
519939,7832
468833,5375
132758,0
152965,0
698792,2599
613663,6797
389821,6744
43907,7703
267951,10506
213004,11531
431262,12230
77221,0
96499,3592
293053,12678
79212,4043
290328,8740
356161,4727
697131,0
338462,3279
28082,6083
181472,5198
353293,5807
362451,3935
662912,9678
73296,8003
348458,4897
184485,10995
27725,2980
462640,6817
380540,4963
489977,0
49153,3339
496675,10297
152312,4680
20083,7536
90284,3049
399282,12927
655180,8570
154192,9662
398446,4642
396494,6633
226295,8699
163732,7979
495312,5737
678904,4197
505692,3707
189295,2270
163083,0
450201,0
633886,8061
669339,5290
441360,4309
686133,6079
84425,9568
678290,0
616880,0
669400,4079
625704,0
284362,3281
161158,21992
92971,5079
433067,6996
278789,0
241561,13475
294875,9694
204839,11310
77865,10194
666674,5605
411931,6629
581942,6907
364299,7988
167177,7197
173881,12350
453930,4091
290954,5021
95704,10756
621721,3465
499966,6789
22258,0
437979,4861
245226,7574
585385,9552
345669,0
703954,10292
504605,3989
351548,4360
699013,6697
345729,5817
616127,7822
600278,4891
389695,0
110640,0
2937,6347
6550,8607
219425,6564
112429,10683
491037,7888
227011,0
384985,0
614158,18977
36404,6295
616662,6219
625889,7980
621022,2521
649003,30428
306830,7710
157917,6537
270585,7041
86773,5509
697546,8963
107482,11614
100133,10289
362225,6079
610848,7522
570011,5028
236880,0
51709,7589
122841,8985
387800,0
12553,4913
169173,3531
479096,6290
325059,5616
638459,0
668280,7236
699932,0
344704,0
353946,7011
411940,4860
174720,4504
558636,9037
470764,5007
179995,6494
538571,3741
490734,4830
627882,3951
195720,5153
603142,9802
487909,3924
54804,18252
15973,0
663394,0
151562,4094
678604,0
496144,14487
308117,6457
4023,0
177651,6093
39071,3310
527914,5987
94378,6506
554515,8433
294630,4605
470479,7511
225917,0
420762,5753
131161,9734
407546,7214
569978,7580
337245,0
140801,8761
631636,12896
303890,0
591419,5837
4684,3769
184063,4372
379356,6637
405704,8964
32364,9401
637847,6289
332765,7941
433373,6059
706563,4106
259014,5143
111071,0
460718,2991
151071,6800
469707,7198
418718,3648
292083,0
249390,17507
443744,5080
489599,6391
253293,4101
328915,6494
95542,0
511924,5912
428230,7384
149071,0
653386,8395
343624,7153
369798,8554
671623,10530
544819,6038
321264,0
307641,9038
699435,2806
273721,4091
51695,9218
626543,8194
333556,6631
241154,0
148132,6419
669105,7223
455083,4773
557498,3824
121120,11438
479682,7886
247851,11347
482179,5437
516605,12106
384157,5850
183454,0
457115,5549
614443,8790
213908,4568
60029,0
116940,9831
173892,4056
117903,7161
73667,7788
404666,6106
185461,0
367912,0
674042,0
92864,5385
172558,8786
464000,8653
457783,8608
523733,4751
159272,11514
497986,0
541439,0
503739,6296
91369,5317
596553,8503
273809,15767
424257,3162
552648,9965
709764,7128
532731,7102
274307,6893
330172,7179
258809,0
669202,0
693489,2833
421516,0
79731,6637
693457,0
518883,4733
394154,10523
206733,4620
591171,5461
15824,4322
658346,16392
118248,5759
448665,5193
279398,13579
284465,1543
35194,9063
534128,0
478619,5451
558464,0
690801,4579
471521,0
428091,3172
541420,6278
118548,0
339876,6059
262792,0
278556,0
89207,6842
204011,6922
609859,0
184639,7068
200817,0
75760,4433
435273,8651
383714,4971
616046,0
255572,3765
347639,0
595546,0
420579,8737
601703,8488
485213,9113
680695,4180
597335,5033
553535,5303
55803,6536
504761,0
421629,3887
101775,7574
435955,3130
363267,4940
501745,4059
22330,7606
700837,8411
45956,5461
167086,10970
575386,6885
553417,5574
608918,3952
325287,5102
347401,8475
415986,2879
609391,0
372929,5227
157267,4858
107273,6561
711662,6986
26142,14833
207039,6789
567658,6071
633725,4810
641826,4061
567124,8898
509540,3033
391258,4384
366685,5546
472052,24525
328399,5647
202247,10844
132754,0
523504,0
689763,11339
202300,6554
147532,9406
117421,4180
597785,8622
245017,6557
400835,4269
506000,5809
536038,7543
9785,3942
476047,7184
570210,3187
448094,6257
156002,5376
610384,8336
229436,2774
149306,8757
460114,6294
363375,6848
641698,7272
374446,5659
685454,15323
30864,6846
636412,7869
548046,5074
73624,7456
116631,9668
675437,2937
139679,5675
281687,6081
262089,7857
592276,0
607687,0
122425,9856
402304,6567
439398,5734
675051,6914
116871,0
546172,5334
564206,0
523741,5913
456657,7587
266325,0
171644,0
412835,9359
155786,4858
660075,4061
307109,12320
576473,9788
123066,0
282550,8483
179793,7805
497114,4752
444225,0
423972,9163
596373,15748
263209,0
564217,8719
166776,10344
230344,7556
225742,8152
70275,7622
587909,8807
435608,0
204331,8383
506431,8784
258291,10732
574982,10333
18720,7618
699286,6347
60949,5656
480604,4834
648978,3743
284956,3720
220441,4762
701650,2979
157873,0
366555,8560
691799,5861
475314,5862
655227,5333
116717,9911
61081,7067
175200,4848
633410,0
270176,8437
537142,2894
182611,0
555395,4204
441707,17133
374185,6783
144933,6997
437272,15275
12089,0
78632,9007
702204,7693
435946,0
226794,0
159167,0
589387,5027
598868,4368
197580,9721
617580,5242
688271,8248
198204,0
205195,6815
32236,5442
432280,5413
662362,0
87314,8224
508645,6462
42241,13340
199855,3129
304018,2998
457902,8666
254405,7207
191192,12903
664461,8110
447869,10633
643100,0
65863,4750
361497,8683
606991,11030
118495,7709
361144,4684
603368,5175
444310,9889
148468,14655
475992,4204
478463,0
285339,5435
506814,3590
125242,0
532273,4259
58580,6186
277939,0
377648,3458
659716,7629
118749,0
446927,5114
241112,7354
235786,13645
278604,15106
565520,3598
476530,3069
150519,0
439753,7175
71307,6599
217288,8229
231796,5491
98633,0
48846,0
670130,6877
373067,6066
705496,8456
607952,4074
273500,9484
42470,7855
699181,8377
28766,0
262970,0
18967,5649
275807,8108
174884,4809
367217,5687
385818,5649
560956,0
130193,9094
142479,6030
328483,6138
360462,7336
472865,9021
82300,3626
631854,10096
533933,14194
525730,0
203672,5644
239889,0
514994,5882
621307,9030
102843,4691
263247,5321
554917,0
224891,4508
670807,12461
593386,6427
381367,5970
514840,8191
83686,0
636641,10520
252141,1906
557089,0
566822,0
17712,6811
413355,4623
402061,0
702655,5178
162543,6661
496629,8801
137077,10301
576294,6191
94643,4406
660327,5771
117034,13375
130179,6214
605230,5885
496689,9903
544307,0
257972,5138
410678,5984
397797,3829
287295,3705
46230,3647
528767,4016
257664,8834
88197,0
266849,7852
239573,9472
409503,2180
192355,4139
559143,4783
609790,0
279096,19618
69751,5670
448119,7112
383088,10945
126875,8101
622262,4256
423690,6032
118136,9780
288666,3778
574860,3769
437467,6615
338615,6515
647351,0
283994,9571
191181,7521
328173,6067
602030,3908
642740,4268
193241,3299
711218,4494
263205,5763
427060,3340
83576,7306
678582,4932
673773,10242
357044,5772
481389,6835
46235,4778
511911,5797
136136,0
78030,6277
323685,6397
530360,2401
608767,11073
261974,4241
590143,6932
278979,0
625267,5102
116193,7723
707168,16135
345497,0
270640,16485
45542,5241
627973,7636
4924,0
159459,9465
196453,6076
343509,2956
96419,7794
426156,5078
547852,3791
469647,5090
4521,7554
67330,0
114579,2930
462371,9050
657221,8831
259775,4591
382372,0
150024,9591
300796,2426
694171,0
304057,17298
603671,8094
686554,7713
249544,0
477255,7260
565110,0
367656,8121
653867,7992
509162,8943
220902,5591
700463,6651
235396,6460
131153,0
630392,4334
296275,4111
357368,7929
347965,15038
506232,5358
172308,4014
330430,0
611112,3332
124584,5564
263902,12781
175065,6428
581921,7024
505346,4020
521704,4438
77351,4812
556523,0
551019,5473
429710,5401
416401,2579
688084,6561
446602,7788
624408,5830
664040,5154
195170,10636
19184,21337
195628,4236
613782,5312
385299,0
327508,5257
381281,8606
691845,2087
245953,5713
578158,5124
544981,6725
332027,7722
45487,4473
126086,7799
163137,3834
618932,0
624409,3013
66161,4580
434493,6579
45525,5600
323035,5696
33206,6368
539047,6021
642205,0
256190,4432
31404,8582
81126,0
245086,3545
199456,5016
63141,0
565971,9316
121644,5667
464794,13443
194132,9115
501114,4251
121833,4411
302535,8722
287749,4267
499758,12504
674459,2091
682991,7355
243125,12328
175890,7747
438597,7997
183489,20744
605570,0
87801,0
268107,7899
400882,3042
650344,0
497543,6062
22934,18526
113585,5267
429129,5824
242104,4147
209017,0
498498,17861
135914,8034
228271,6717
377923,7949
460336,5833
234756,5487
50562,0
451637,4105
650267,0
424839,0
351600,2093
703472,6963
131191,4711
225898,4477
696592,13085
376006,4410
442787,0
301163,5536
241740,6292
504451,7133
194016,4416
14351,5012
359284,4599
174466,1934
61848,11962
457191,8062
273773,7897
186395,8166
219728,9521
561471,11714
516725,8797
347817,7236
620145,8497
137442,4605
464571,4106
259863,0
118294,6426
583273,10380
354102,11706
608107,7349
406532,3121
221189,9268
196982,4784
287695,5532
112639,5385
489167,2515
414774,7444
147340,5518
379660,0
618047,8743
75660,8972
61629,7084
465369,10642
243047,7688
623428,6132
584480,6111
160677,6699
431671,6791
310192,7506
143072,4763
316333,4943
20930,6732
412028,0
123003,0
659633,4979
346660,4475
463421,5717
386212,5118
428222,5237
220599,5003
337629,4816
297781,11262
535271,8081
37675,7222
552832,7785
425314,10797
325284,3300
139628,15358
357592,7729
228143,7545
447721,5636
344670,8415
128369,11273
290766,8510
51152,6088
190253,9706
154455,0
136512,5506
699402,4905
278715,0
254057,5164
594474,8140
198268,2749
115173,6891
379688,0
401919,5728
394541,3875
205937,3403
100132,0
378283,14166
34758,10915
362542,8359
400799,5890
233812,4946
336387,8507
259508,5859
139415,8230
347914,8333
684509,3326
534967,4558
49707,0
292676,3629
602484,0
270601,3914
597038,0
159198,6928
109900,6138
580923,3378
16041,6526
602338,5981
568008,0
180477,5309
359209,7005
69613,19622
565630,6329
244490,4879
525416,7730
461656,10193
200152,6956
197364,6316
621190,5083
343178,6436
197001,8451
613780,6110
653554,9738
451548,6355
696537,5747
480307,5954
118559,5081
570736,4461
153611,7518
310537,0
659814,3852
288483,0
460405,7659
532759,6180
483878,10117
169722,5528
450442,7334
372068,3939
406747,9074
436882,8410
402355,1294
239367,3366
188746,7304
96878,6667
661104,4430
315934,10694
549451,5148
62004,7423
212075,6103
71794,24113
544213,5116
625786,0
348404,7273
537080,9757
108782,2433
166603,2940
596255,5665
604725,2925
445467,4094
611061,3980
549851,9229
432288,12079
700450,0
106389,5154
325224,0
70882,4333
242692,7794
193509,4545
469225,4337
681116,7423
220022,0
470691,9332
145321,5870
200901,4211
172892,6253
68529,6418
164756,0
48609,4662
336254,0
400982,0
482004,7536
695498,4872
255960,9692
668698,0
308689,4637
205542,2108
192107,6407
252401,4608
356353,3030
539327,9844
587116,0
1651,0
510387,2575
120980,8055
454888,7131
550581,11699
62824,6315
130152,4290
109097,7966
204209,0
62630,4703
630383,9475
612143,10114
636798,4620
466081,5532
213992,11234
563591,4851
527798,0
230573,11782
36863,13629
28508,9284
355613,6715
194112,0
700381,2188
441499,7550
592369,0
622027,6097
205263,3467
381844,4024
66590,7962
391682,0
12340,9117
24767,5172
193737,6409
383139,10443
197117,6996
198336,4459
499853,6291
398447,5033
31637,5460
53035,6324
431873,6238
272286,3400
110614,6302
582362,10889
620337,4147
427068,4889
159091,0
22789,9258
373359,0
673546,2780
112831,7032
653308,9605
145922,11688
360110,14578
177605,6094
708841,10340
105620,6580
317600,6218
234108,0
169885,6382
431545,11133
655015,0
670341,6800
481447,6162
158176,4754
473234,5214
483791,0
72499,0
609501,10241
220678,5378
112566,6703
606308,8319
474964,0
490783,7454
263227,4868
185078,9885
431521,8005
142974,4135
415412,4056
527527,0
486297,1534
480771,5583
139120,6796
313920,5539
567863,9283
708613,5498
73617,4702
32068,7182
109525,5621
595487,6927
400555,4782
418083,10695
432341,0
109313,6619
53626,9830
582559,2426
160276,7489
573479,5163
207428,6856
187384,14179
539100,0
288855,8146
159967,9149
411072,0
515228,2860
560056,0
142865,3155
160272,2385
498462,4505
605245,7907
345439,7737
158384,10320
530470,6107
464177,5333
162154,2806
505348,9398
135421,10089
41927,6975
26464,7934
295279,0
477050,6117
78339,5837
10778,9218
122620,13686
493940,8114
643231,5105
455913,3479
688960,5539
17537,0
345126,4204
268215,9802
179269,5490
511535,4879
14939,5761
546875,0
585613,0
550298,8478
183078,7479
283796,8089
358096,0
699426,6437
321892,7579
411511,7665
215267,0
161132,5578
385163,5631
192103,5086
374727,0
156709,6009
363464,5171
395856,5843
376288,3616
207495,5525
86488,5118
563682,9880
182989,6215
78313,11237
572623,0
680815,10930
551343,0
279778,4133
206996,0
409575,7617
195376,4586
160801,0
238114,4772
548085,9842
389685,8951
106451,5685
655692,6807
239399,4547
636146,7680
100000,9492
3920,6155
325245,5387
466309,3363
578474,4604
179193,5825
544651,5595
691825,9211
175006,9094
468511,10288
632096,5516
621268,0
100946,0
540230,4986
379228,4647
633616,5195
214452,0
489931,8052
6428,3833
165400,11833
621198,9910
534486,0
123813,4567
405166,8931
30751,0
93216,12004
204216,6081
482166,11593
407022,0
68841,3861
207605,13018
238704,5676
638264,5769
384979,6591
527504,14529
555222,11240
107641,5586
320246,4335
599327,5217
271044,5307
592845,6100
63544,2363
294032,6164
636760,5699
475418,4687
566649,8498
690168,6069
348722,6475
328347,7157
478762,18164
412140,16990
175343,4161
535037,0
649367,9936
631111,7224
46520,5366
185729,0
630879,3866
199730,0
547930,5248
198673,6238
647288,7781
559688,5752
415193,3679
642967,2870
568543,3862
558692,8304
237757,6328
138298,5283
100739,5895
296503,5541
154546,4247
339072,2874
515733,0
93036,9576
635969,11937
673923,3359
307624,6418
196043,8192
630388,0
436310,10225
202229,10699
288803,0
660517,7790
530439,0
49982,3937
690675,15167
8387,10859
684112,19670
611477,7300
24939,5967
102472,8343
114077,2091
539577,5875
403249,4689
596707,6430
29237,4826
273758,0
643288,0
590993,5729
56952,3799
416405,6056
498692,7557
24033,6416
460844,6984
432650,5080
335340,6142
360979,4994
428165,0
96482,4316
685935,0
541397,10638
653594,3415
128692,8258
197523,5853
640738,4518
270846,6917
20985,7742
571703,3983
607473,11013
415740,2529
525874,3758
185546,4918
449671,7990
13954,5331
185488,7878
378848,6752
497222,4032
97585,5325
161105,4657
364439,19886
263334,0
9985,8874
471723,7421
494118,4423
301630,0
177830,5202
632493,8311
151519,6707
46640,0
440586,7634
703458,4729
89092,10683
432298,6237
646666,6071
38665,7777
456009,0
691502,5490
523624,5481
431236,3118
461204,6401
700728,7111
511883,5905
524245,4140
157270,0
373349,6871
144859,5753
449041,4771
706909,0
344628,9629
605874,6316
417990,3333
34204,7854
276728,9587
433865,8879
244665,5595
440505,10491
503532,4556
356675,7759
316926,0
633857,5033
495038,9045
115417,3153
601694,3560
710177,7260
48175,0
328120,10904
407032,8371
19139,7155
77105,5835
177544,0
479605,6034
233410,0
367066,0
335861,4326
688454,5847
206959,0
287362,3430
109822,7759
477480,12361
258069,0
480898,6296
673647,6071
675424,0
213735,1245
155385,4660
497862,11431
41491,5082
633416,9654
506543,5526
538856,6171
266644,19249
563743,0
331376,10425
402667,6294
211793,9180
272917,4242
285268,6753
373969,0
537233,4284
181777,3002
97163,5142
311369,0
180547,6618
490507,5659
3551,8607
348243,6698
132653,6480
610540,6006
660139,0
668008,4942
418809,8445
380427,7077
162476,3008
226546,9284
409114,6569
238178,800
260338,0
187956,0
170085,4258
287926,17934
44452,5477
474161,5531
307508,3510
510333,8044
398147,0
397108,9693
314463,6400
168320,0
497342,5201
81521,4706
628598,8854
430420,10009
507393,0
515213,5053
172140,5190
31208,9106
484527,12953
273525,8597
489889,12803
555714,3690
460162,7542
671829,4436
584934,4839
91013,0
231906,16992
459208,5637
389493,0
515444,7006
305301,7505
445742,5264
613622,6598
250587,4364
683460,5653
701685,3583
59909,6294
226801,9408
313127,6045
25561,7953
476666,4623
387247,3439
597819,4282
453684,4187
393391,5174
291012,0
576221,10765
159220,3265
432029,6254
690733,4260
371715,7744
403682,13836
308671,0
264005,3733
622500,8024
172941,3936
260342,7294
519608,0
162201,7905
22366,4427
615717,4678
461362,6718
467631,3725
368831,8433
231764,4798
656449,3272
583160,4609
273563,4257
364827,0
360009,2897
225647,6613
55081,3929
394439,11951
409752,3666
697934,6064
183511,3235
360400,4527
249081,0
465192,3894
498280,4080
239931,3883
204577,0
570790,6133
442252,15193
623721,9066
348332,5045
584959,4102
555285,0
498112,5553
309226,6673
461069,5068
521673,6809
5171,6286
186284,6459
677259,3955
47605,5562
550196,9985
520973,13255
602575,4921
397727,6438
702361,4292
369044,6008
640122,7264
156619,4419
211115,9784
85370,0
573323,4089
334494,0
347311,0
15278,4064
547879,7726
158928,6120
629298,11315
437399,4780
199844,0
399190,9492
162041,6136
249442,4925
543621,3609
256501,9513
469875,6491
491939,5130
535652,9184
49723,8189
456281,14523
10145,0
371417,5513
140937,4202
565444,10146
458936,6107
292473,3120
583068,3880
43340,6546
103479,6808
607081,5175
366563,4132
545389,5288
562252,4724
516276,8410
426549,3614
681219,4545
352946,6191
552305,5726
336288,4949
115545,11104
685610,4057
661953,4670
143674,4499
117113,5128
389511,3812
100191,2210
516797,6457
647826,5672
81970,7098
1273,6924
82730,6315
58532,4753
690726,0
479228,12036
659897,8792
686344,5988
209092,7905
419063,4108
183334,7118
504138,0
577587,3358
454454,0
693971,7780
178551,7770
691597,2969
255759,10175
235802,9237
203983,0
92055,3364
544608,0
510193,0
684991,5002
527909,9140
538866,4366
160355,7141
301021,6941
660269,7825
224892,16412
495557,4234
711190,0
602692,0
536633,8114
387038,8573
607813,5096
348650,9024
237020,7198
521461,7144
467355,5954
20572,3314
130505,6999
2381,6230
358917,0
502123,4998
709885,4691
411145,4843
198024,10538
413384,4512
589662,8111
329495,11615
14489,0
679532,0
56481,8145
420439,6855
509582,7190
538428,7122
525143,3350
52924,7013
32344,4028
47358,0
354798,5667
83148,4839
565463,0
318825,4081
9169,0
104917,5833
321106,3419
3172,7620
692811,4810
37881,0
504137,6989
245667,7442
309219,4246
562513,5001
195466,7717
172890,13855
641016,0
587805,10505
531311,8239
298395,10237
206681,6798
692401,0
582080,6789
425429,6022
34910,11371
574289,4671
86200,0
482098,10546
252542,0
556929,2773
204402,2699
228268,10281
162811,0
604909,5316
398058,18154
460771,0
258951,4861
296837,0
484510,5854
552569,4488
421137,0
213628,4414
680344,11848
252234,5364
653257,6737
264637,4846
294112,0
6933,0
3856,9003
136518,6391
286231,7133
708050,3254
447318,11242
147638,24063
315999,4914
547875,4937
77192,1187
142343,3568
483488,7920
565729,14853
239438,7353
122871,9134
346465,1060
512819,3201
83197,4843
361246,0
323087,3245
227146,5656
668721,14448
594012,7986
597222,0
611209,4139
538789,8587
164853,3782
272629,6615
410867,2168
704636,5642
516648,0
478471,7180
548637,10753
208117,0
410353,4845
693770,6176
298852,9253
211718,4631
385340,3618
444018,6003
420969,13012
314485,3718
501410,8130
319970,4675
59871,8075
435322,4500
628503,6207
291031,6072
660300,3749
57846,0
19921,4840
281134,6979
672346,5448
348739,13047
662385,10304
237972,8054
83284,3951
609025,5966
577244,7865
109419,7280
105099,5778
182416,4034
493452,8144
487967,3528
343783,3505
687963,8000
392585,0
521079,6427
572918,4052
536551,6058
312744,11752
284902,0
642996,9853
458809,8015
552510,3661
56309,7721
394206,4576
98558,7252
114487,5679
566160,9308
147157,7706
55418,8118
633209,0
138366,7410
455679,5363
253177,8046
482734,0
241470,5761
507618,4039
710705,4843
20064,8533
522348,0
124019,5748
147783,9880
142976,7143
38309,7135
352485,2751
40280,6249
627594,7581
195716,13219
457628,2097
652970,5498
540127,6297
328930,14211
420257,10388
159769,0
320671,5577
328011,6300
318555,5867
455033,6232
47862,12157
483870,6386
486308,3628
305523,6881
125291,4042
206529,2106
516092,0
330029,7836
235742,4221
569296,5809
671322,5384
475533,8932
688522,15694
422443,11749
559109,9679
425755,4783
215367,6641
321894,6865
165315,5980
557296,0
553392,13740
367731,3835
653185,3859
532427,5151
490859,3888
483437,9930
74726,2487
72393,3746
606910,3276
382078,7912
471291,0
626475,11689
626337,8963
702944,6490
276057,9410
366298,14041
230389,5761
80151,7860
348956,8077
299630,3596
456768,9980
337222,3874
680301,7171
36501,7559
566413,0
89457,11726
293826,2649
60090,6650
409317,3713
211883,4393
145532,4209
132638,0
625830,0
512784,5001
641332,0
374552,4021
170328,5444
445617,7745
144475,5306
2425,0
670167,12669
547212,5122
504244,8466
367871,5463
473860,6973
306718,3552
570680,6380
115911,1954
603311,3648
349007,0
372750,6941
363809,6200
240395,3577
164410,4106
43779,10436
419627,8130
597440,8432
660702,4193
121005,6804
383476,5059
378581,0
560848,6353
709635,4345
693828,3618
135655,0
526975,2220
1704,1880
525244,5388
258160,0
322642,7433
564568,0
422878,0
658979,8554
385195,3724
88456,5785
307684,3519
281654,4034
668331,9936
682379,0
416802,9417
447690,0
540107,0
28519,5564
126664,0
452494,5655
263524,8414
669136,0
510011,17138
200548,5452
453710,5536
30487,3965
615750,6448
5049,10907
684782,4856
461674,4666
626360,4870
261593,10839
89368,6705
259374,8364
179430,0
479745,8673
359979,3294
701076,5708
142520,9300
340520,3622
360652,0
83985,3605
138816,9134
287520,0
557951,8839
705519,7726
49958,4912
527800,16649
221455,0
11520,3862
411212,3982
483805,12298
239769,27559
183968,4768
365575,0
645851,6713
533274,11685
576927,5508
17582,6809
52533,0
445868,6561
391461,0
64514,0
615030,7894
67882,4767
208024,7369
37329,0
620675,6647
61280,8331
114728,7540
153056,6373
119161,3619
136052,3920
690696,3546
344986,0
440287,0
437188,10916
195050,7021
387100,3918
379914,8996
124667,5248
196588,4993
636826,6751
675914,0
348723,7574
402442,5399
418622,11676
385106,5348
447000,3061
618621,6748
262911,4066
53659,5554
196705,5598
462982,6159
124488,4872
499610,12395
610589,0
270238,3206
336579,6498
543945,8085
380222,6727
590525,5670
598048,7823
635052,5203
672240,9812
47711,0
112455,2838
682154,7244
699589,8510
353061,12831
13544,0
393029,0
658263,8657
537684,6387
218767,8871
120514,8607
97051,4713
154822,4654
176559,7259
312249,0
150888,14769
430534,6003
230363,3766
161346,4339
387376,5326
668416,0
175736,0
485872,0
623820,0
123243,0
436971,4840
195641,6777
27115,5554
630251,6591
264931,4440
212827,4900
309117,7761
292969,8746
648856,6776
233584,1852
67919,9282
210786,6561
210936,0
298596,6569
447449,7826
73016,0
619038,3818
526594,6841
198091,7467
642957,5823
673152,3300
404332,6276
237894,8233
701750,4469
216333,9428
314279,6765
538903,5643
516456,9219
385968,2847
180982,4033
584804,3819
168341,6397
160121,7487
373821,8009
319837,5903
213497,3604
601188,4138
353094,7015
670232,7258
250971,775
628430,0
647553,0
662593,7260
446570,10716
320640,12987
247916,3787
228086,4852
606049,5547
312972,3088
514090,3640
253036,5194
108929,8524
283750,0
604120,2977
63448,4574
220009,7071
565666,5974
256946,12587
92345,0
452304,5553
373039,0
327048,6392
509176,0
220535,7099
517274,8284
47255,7910
324023,0
446081,4150
539467,6209
120674,9258
73409,8231
449953,5460
49479,7848
379678,0
69010,7184
575561,4393
690939,5584
653173,6829
101457,3505
509825,3527
676636,0
531748,6191
617557,8075
180955,4889
1677,0
179395,6576
497572,4125
163237,8816
8031,0
315423,0
319191,12282
248129,5702
629503,9755
309413,5012
176174,4937
395492,5835
101215,3639
24407,0
494674,4429
535483,6755
100169,5533
128066,10333
330983,10116
510941,0
56132,17914
151314,4755
459200,3907
257957,3437
232239,9547
179473,5421
142917,4700
248317,3828
239077,9016
544152,7283
95822,3801
239210,13224
153368,0
493039,7563
436208,4923
315093,2332
622357,9135
507930,0
281792,8250
464362,4079
38162,0
500949,7961
413186,8132
608668,8620
205412,5531
347211,7979
691671,4914
72808,0
560771,12047
653527,6357
368522,0
269796,8002
370451,8381
503300,3802
301398,5674
384794,0
34718,8285
133262,0
138461,5298
621722,0
600270,4210
155247,5598
342007,5171
556778,12681
559225,14600
393073,0
670218,8328
147156,6910
172000,0
390375,2750
559278,7759
641633,4733
401856,5693
42283,11111
563599,0
109079,3742
89198,0
304545,0
324776,5284
69009,5764
648130,5820
34465,8094
529591,15967
196442,6207
205936,9866
25536,5886
32730,2686
284112,7238
86854,9375
602212,4839
49757,2611
74989,5990
617605,0
221679,5629
109976,6324
233639,1586
76773,4442
80017,5712
157611,0
114390,0
225978,4585
109764,5805
314287,5292
124011,8285
225802,6958
191918,0
220482,5945
216220,0
81037,5786
128908,8285
172199,2301
325746,0
108841,0
410141,12344
609447,5160
182579,9138
238263,5380
142077,7264
623597,5499
150999,1533
483475,6654
7682,7028
696584,3355
213519,0
572715,4920
371321,6363
648110,8326
526232,4959
687422,10194
232512,0
250618,2860
435926,4361
138782,8860
81900,5659
585085,2381
599380,9064
400807,6462
438242,7121
42298,14339
258568,0
246442,14075
706092,13592
6155,0
462189,4548
28183,0
615325,0
561714,0
265193,21725
519170,5450
679756,13749
436740,18494
302029,0
439987,7503
143005,8889
64469,17703
418732,17795
110510,8294
280080,6575
417895,8108
450992,3490
672430,5536
70379,0
112834,2322
601208,8782
89983,4571
96199,4779
667709,5525
215187,0
254653,12309
682700,6702
315031,13015
505966,5896
513906,6901
709118,6412
466464,4125
86059,6049
28835,7362
478509,12015
122934,5924
312878,4913
588164,12532
412507,0
544195,7681
565248,6154
639335,0
265858,8505
621255,7557
489832,9919
386165,7636
359594,4332
253982,4907
574236,0
292031,4152
448307,8934
483304,14454
574547,4613
309705,4066
326765,0
506004,6850
67419,0
288006,5249
97262,3871
365027,6952
692563,6468
4286,6800
209626,0
389097,7829
458740,4429
603943,13104
115384,8233
634318,9364
559090,8340
256850,6294
116464,4549
553370,7367
269531,3438
645018,11332
271183,3472
12751,5961
201119,6474
30352,0
336584,3642
157222,9199
25121,0
653125,8090
28132,9157
473776,6118
95364,5933
136886,7034
219336,0
165026,14813
542609,6215
199762,10014
78896,0
31777,12923
355257,0
530582,0
495459,14400
133829,5124
229062,5360
206211,0
24058,0
290285,5940
410702,6532
73168,5396
10391,10506
225695,7789
585916,4175
123468,3068
467356,4331
143451,7066
509609,3353
549965,5801
683625,0
191542,5341
190944,4715
138396,4565
442479,8819
474806,9295
456251,10652
704227,3831
266233,3707
13485,10534
86372,2656
201798,7312
423763,7820
254656,7128
670086,7062
269387,5901
